,gap_capital injection,gap_crowdfunding,gap_preferred stock,gap_recapitalization,gap_venture capital,gap_virtual data room,score_capital injection,score_crowdfunding,score_preferred stock,score_recapitalization,score_venture capital,score_virtual data room,rating_capital injection,rating_crowdfunding,rating_preferred stock,rating_recapitalization,rating_venture capital,rating_virtual data room,label
100thieves.com,6.0,6.0,0.5666666666666667,6.0,6.0,6.0,70.0,70.0,97.06666564941406,70.0,70.0,70.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0
12stonehealth.com,0.8999999999999999,0.8999999999999999,6.0,6.0,0.8999999999999999,0.8999999999999999,84.5,74.0,70.0,70.0,76.0,88.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0
3ctechs.com,6.0,1.6022423679894173,6.0,1.865018891747796,6.0,6.0,70.0,72.0,70.0,74.93333435058594,70.0,70.0,1.0,1.0,1.0,1.0666666666666667,1.0,1.0,0.0
3gtms.com,0.6666666666666666,0.6666666666666666,6.0,6.0,0.6666666666666666,0.6666666666666666,83.0,95.0,70.0,70.0,92.0,96.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0
5apes.com,6.0,6.0,3.5796568762242207,6.0,6.0,6.0,70.0,70.0,81.5,70.0,70.0,70.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0
7delta.com,2.649350694359142,2.49900300882128,2.924495157574227,2.713417867517162,2.3884994322328774,2.609036348023958,84.5,82.58333587646484,80.875,72.45833587646484,84.28333282470703,85.79666900634766,2.783333333333333,3.083333333333333,2.5625,1.0,3.8,3.2700000000000005,0.0
a-smeds.com,4.305157966532998,3.893521851247733,6.0,4.042047917044363,4.024308974725678,4.29579424547005,83.0,76.16667175292969,70.0,71.33332824707031,76.0,83.0,2.666666666666667,1.8333333333333335,1.0,1.0,2.0,2.833333333333333,0.0
aadibio.com,1.3055139980393151,6.0,1.7964370384321464,1.715238984683094,1.441271838894391,1.6478350683874985,72.0,70.0,74.0,75.0,72.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
academyofbusinesscredit.com,3.236465874483274,3.2523287454776524,3.2013553368471332,3.1878455943362862,3.0487016462689485,2.350892989342295,73.77083587646484,78.8125,80.77777862548828,72.8888931274414,73.0625,73.5,1.25,2.25,2.6666666666666665,1.0,1.25,1.0,0.0
accedian.com,2.621037252609116,6.0,6.0,6.0,2.7938204651605987,2.552280519476583,79.19999694824219,70.0,70.0,70.0,76.05555725097656,82.06666564941406,2.3333333333333335,1.0,1.0,1.0,2.0,2.5,0.0
accordia-group.com,6.0,6.0,2.422999748028109,6.0,6.0,6.0,70.0,70.0,87.0,70.0,70.0,70.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0
acctspark.com,3.1971272084319606,2.9621004046312893,1.8202402900741625,1.9033805441594602,3.311472510737469,2.763339515170885,77.66667175292969,82.85416412353516,74.5,84.0,81.72916412353516,75.25,1.9583333333333335,3.229166666666667,1.6666666666666667,2.5,3.1041666666666665,1.5833333333333333,0.0
accufund.com,2.4629789321565623,2.836212492591515,2.7689634755753065,2.4990793047985305,2.771520586211321,2.492711879988156,78.31666564941406,86.22222137451172,78.61666870117188,71.25,80.625,88.80000305175781,2.0,3.655555555555556,2.1333333333333333,1.0,2.8583333333333334,3.725,0.0
aciretechnology.com,6.0,6.0,3.8440676436651025,6.0,6.0,3.946279324420408,70.0,70.0,86.0,70.0,70.0,71.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0
activeloop.ai,2.625,2.625,6.0,2.625,2.625,2.625,84.5,87.0,70.0,82.0,86.25,85.5,4.0,5.0,1.0,2.0,5.0,5.0,1.0
actnano.com,5.1,3.05,3.5666666666666664,3.558333333333333,3.05,3.05,84.0,78.0,90.0,80.25,81.0,75.5,1.0,1.0,4.0,1.5,1.5,1.0,1.0
adlumin.com,2.3666666666666667,2.1944444444444446,2.625,3.5500000000000003,2.875,1.8611111111111114,81.19999694824219,75.5999984741211,78.5,80.33333587646484,77.6875,80.0999984741211,2.8166666666666664,2.022222222222222,2.7777777777777772,1.75,2.9166666666666665,2.4,1.0
advancedmessaging.us,6.0,6.0,4.068503967639732,6.0,6.0,3.93319844428509,70.0,70.0,80.33332824707031,70.0,70.0,80.79167175292969,1.0,1.0,2.833333333333333,1.0,1.0,2.375,0.0
advologix.com,6.0,6.0,4.627122936208292,6.0,6.0,4.602538962435897,70.0,70.0,71.0,70.0,70.0,86.66666412353516,1.0,1.0,1.0,1.0,1.0,3.0,0.0
adwriter.com,3.261241629137082,3.104482717229704,2.4857718055018734,2.420123419698365,3.3088335531977933,3.1285896497269237,75.2750015258789,74.85416412353516,71.0,74.0,82.4749984741211,88.125,1.725,1.75,1.0,1.0,3.5,3.5,0.0
ae.design,2.511850220918897,2.789112481072393,1.66652860511891,2.6709461997108743,2.4113264659190605,1.3949090276937255,81.35333251953125,78.44999694824219,80.19047546386719,75.09333038330078,83.7300033569336,88.75,2.6566666666666667,2.2833333333333337,2.380952380952381,1.3199999999999998,3.44,3.5,0.0
affyimmune.com,6.0,6.0,1.2333333333333334,6.0,6.0,6.0,70.0,70.0,78.0,70.0,70.0,70.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
afp-idaho.com,6.0,6.0,6.0,6.0,6.0,3.995673888641476,70.0,70.0,70.0,70.0,70.0,78.25,1.0,1.0,1.0,1.0,1.0,2.0,0.0
agentsync.io,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,86.0,87.5999984741211,82.0,91.4000015258789,76.5,95.0,3.2,4.2,3.0,3.6,2.0,4.8,1.0
agrian.com,2.069121093393449,2.228494501026577,2.6143126451669727,0.994326703277696,1.6611832681093903,2.0651095005457143,87.0,86.75,79.33333587646484,83.0,82.5,86.25,3.75,3.75,2.3333333333333335,2.5,3.6666666666666665,3.25,0.0
aidash.com,3.0166666666666666,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,86.0,86.66666412353516,82.0,88.0,86.66666412353516,93.66666412353516,1.0,2.0,3.0,3.0,2.0,4.0,1.0
aiq-solutions.com,2.2,6.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.191666666666667,73.5,70.0,79.0,82.0,75.0,90.5,2.0,1.0,2.0,2.0,2.0,4.0,1.0
air.inc,6.0,6.0,6.0,2.966666666666667,6.0,6.0,70.0,70.0,70.0,71.0,70.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
airwaytherapeutics.com,6.0,6.0,3.523100510874774,3.8069825537339086,2.7714518551828466,6.0,70.0,70.0,78.52381134033203,77.27777862548828,76.0,70.0,1.0,1.0,2.0476190476190474,1.6666666666666667,2.0,1.0,0.0
aisoftwarellc.com,2.166666666666667,2.666666666666667,4.2,1.65,2.925,0.6333333333333333,79.25,75.25,81.0,74.75,77.375,85.5,2.5,2.0,3.0,1.5,2.25,3.0,1.0
alaska-court.com,6.0,6.0,1.8392220578509086,6.0,6.0,6.0,70.0,70.0,92.5,70.0,70.0,70.0,1.0,1.0,4.5,1.0,1.0,1.0,0.0
alaskagiftshow.com,3.8848660433413116,4.059955098201292,6.0,6.0,4.131498561530085,4.172532766632714,71.5,70.75,70.0,70.0,71.25,76.91667175292969,1.0,1.0,1.0,1.0,1.0,1.7916666666666667,0.0
albuminbio.com,6.0,6.0,2.4064371043677673,6.0,6.0,6.0,70.0,70.0,71.0,70.0,70.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
aliron.com,6.0,6.0,1.2797360316574002,4.358070267050731,6.0,6.0,70.0,70.0,83.75,79.83332824707031,70.0,70.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
allenandbarbour.com,2.7141987225200626,2.7064408765103143,3.114395925479223,2.512900896613074,2.400778328841941,2.752815148783085,85.55000305175781,81.22000122070312,76.83333587646484,80.70999908447266,86.12999725341797,87.88333129882812,3.46,2.7600000000000002,1.75,2.2866666666666666,4.04,3.75,0.0
allentechadvising.com,6.0,6.0,2.8510130754054432,2.818661702568237,6.0,6.0,70.0,70.0,83.0,74.5,70.0,70.0,1.0,1.0,3.0,1.5,1.0,1.0,0.0
alltechrandd.com,2.485975319813853,1.06861273930701,1.5243501067389662,0.9087239915837606,1.1190870331344056,3.2650845423002637,75.1875,79.83332824707031,70.0,74.3499984741211,73.16667175292969,73.33333587646484,1.3125,2.6,1.0,1.1,1.3333333333333335,1.25,0.0
alluxio.io,0.5333333333333333,0.5333333333333333,1.5666666666666667,1.05,6.0,0.5333333333333333,83.5,71.0,89.0,73.0,70.0,89.0,3.0,1.0,4.0,1.3333333333333335,1.0,4.0,1.0
allvuesystems.com,2.832277049618538,2.6186663343726164,2.302161589602381,1.551451213673611,2.401682105621784,2.7999146381486524,84.34285736083984,77.61809539794922,75.1875,74.88888549804688,79.77143096923828,91.6114273071289,3.059047619047619,2.243809523809524,1.5625,1.5555555555555556,2.757142857142857,4.238095238095238,0.0
altacodinggeniuses.com,0.9414259113092611,1.3044840034986005,2.282869597238718,1.2985470042806089,1.3121386348654986,1.2842745500012227,77.54167175292969,76.0,77.88888549804688,81.5,76.66667175292969,87.66667175292969,1.9583333333333333,1.9166666666666667,2.111111111111111,2.166666666666667,2.083333333333333,3.166666666666667,0.0
alula.clg.com,2.519486032609642,2.8698937350144265,2.645159570066336,2.9269855480645757,2.8181304954494584,2.8461703763312443,81.88333129882812,73.76667022705078,79.72916412353516,75.0,84.86666870117188,77.28333282470703,2.566666666666667,1.45,2.4166666666666665,1.3333333333333333,3.8,1.9166666666666667,0.0
amanetworks.com,2.6918457297527154,2.9003477158790263,2.443613843294864,2.4854236522771473,3.5731109822767544,3.685503909310213,74.39167022705078,76.47618865966797,80.625,78.5,76.0952377319336,88.38888549804688,1.55,1.9285714285714286,2.75,1.9166666666666667,1.7619047619047619,3.6666666666666665,0.0
amaral.com,1.6524682459898732,2.46672230902745,2.388086316758079,2.5121598166443544,2.471635051361301,1.4901096049313287,81.0,78.4375,78.0,84.55000305175781,81.5,74.25,2.5,2.5625,2.0,2.6833333333333336,3.083333333333333,1.625,0.0
amatea.com,6.0,6.0,1.6436799664353832,0.6068125480660386,6.0,6.0,70.0,70.0,89.0,87.0,70.0,70.0,1.0,1.0,4.0,3.0,1.0,1.0,0.0
ambagontx.com,3.25,3.25,6.0,4.266666666666667,3.25,3.25,91.5,79.5,70.0,77.0,89.5,85.5,4.5,2.5,1.0,2.0,5.0,3.0,1.0
amberstonebio.com,4.166666666666667,4.166666666666667,6.0,0.6166666666666667,4.166666666666667,3.666666666666667,88.0,94.0,70.0,87.0,92.0,83.5,4.0,5.0,1.0,3.0,5.0,3.0,1.0
amenify.com,2.683615438071955,2.470196977932517,2.7027944038226286,2.572162533930155,2.5555980233020463,2.4644724760971637,87.96666717529297,85.51667022705078,82.20833587646484,79.56666564941406,86.11666870117188,87.6500015258789,3.55,3.8,2.8541666666666665,1.9,4.15,3.6,0.0
ample.com,1.8666666666666667,2.6333333333333333,3.916666666666667,2.722222222222222,2.6333333333333333,2.8916666666666666,89.0,82.25,76.5,77.5,87.875,94.75,4.0,3.75,1.0,2.0,3.75,4.0,1.0
an2therapeutics.com,6.0,6.0,1.2555555555555555,0.75,6.0,6.0,70.0,70.0,78.55555725097656,79.5,70.0,70.0,1.0,1.0,2.288888888888889,2.0,1.0,1.0,1.0
anabios.com,2.5455011688940297,2.4606245278450096,6.0,2.4680456278401226,2.7605590893696803,2.679977507395936,74.73332977294922,81.58333587646484,70.0,77.0,78.91666412353516,85.01667022705078,1.5166666666666666,2.966666666666667,1.0,1.4666666666666666,2.466666666666667,3.0,0.0
analyticalwizards.com,2.2416666666666667,2.2416666666666667,2.2416666666666667,2.577777777777778,2.2416666666666667,2.2416666666666667,84.6500015258789,91.51249694824219,84.4625015258789,81.25,87.38749694824219,92.9124984741211,3.1875,4.875,3.4,2.3333333333333335,4.3875,4.5,1.0
analyticscorp.com,6.0,1.0185326267836534,6.0,4.470459131723428,0.37741337940329334,1.2968240205478372,70.0,76.41667175292969,70.0,72.66666412353516,74.0,72.5,1.0,2.0,1.0,1.0,1.5,1.0,0.0
anasmm.com,2.707571967562407,2.5353054710294267,3.1290536463763656,2.170662878752624,2.848732619901684,1.580174796266811,78.76000213623047,77.69999694824219,79.875,82.91667175292969,79.06666564941406,79.71428680419922,2.183333333333333,2.18,2.375,2.5,2.666666666666667,2.3214285714285716,0.0
anges.co.jp,0.9988384961217858,6.0,6.0,6.0,0.38646672495265827,0.35432087649236177,81.0,70.0,70.0,70.0,76.0,71.0,2.5,1.0,1.0,1.0,2.0,1.0,0.0
angiocrinebioscience.com,3.05,3.05,2.025,2.025,3.05,3.05,79.5,79.0,72.25,81.5,88.0,78.0,1.0,1.0,1.5,2.0,1.0,1.0,1.0
anitian.com,1.1833333333333333,1.1833333333333333,1.7,6.0,1.1833333333333333,2.7083333333333335,90.25,83.0,77.0,70.0,83.25,86.5,4.0,3.25,2.0,1.0,3.75,3.75,1.0
antarespharma.com,2.2918320004360715,2.137081895127642,2.840360556343528,1.471266373640152,2.435328707562369,2.380260835364925,80.77777862548828,74.66666412353516,75.41666412353516,72.5,79.11111450195312,82.0,2.5555555555555554,1.6666666666666667,1.75,1.0,2.777777777777778,2.4444444444444446,0.0
anuvu.com,3.0466666666666664,3.0466666666666664,4.066666666666666,3.05,2.6999999999999997,3.3,77.16666412353516,75.69999694824219,76.33333587646484,77.375,77.55555725097656,87.25,1.8333333333333333,2.3333333333333335,4.0,2.0,3.0,2.0,1.0
anyscale.com,2.2555555555555555,2.2555555555555555,2.25,3.2666666666666666,2.7666666666666666,1.75,74.33333587646484,76.44444274902344,70.5,74.0,75.25,85.05000305175781,1.3333333333333333,2.2222222222222223,1.0,1.0,1.6666666666666667,3.283333333333333,1.0
anyword.com,2.6333333333333333,2.6333333333333333,2.6333333333333333,2.6333333333333333,2.6333333333333333,2.6333333333333333,84.0,81.0,82.0,85.0,90.0,84.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0
apella.io,2.1833333333333336,1.1666666666666667,1.1666666666666667,1.1666666666666667,2.1833333333333336,2.1833333333333336,79.66666412353516,73.25,75.75,77.66667175292969,78.33333587646484,87.19999694824219,2.2916666666666665,1.3333333333333335,1.5,1.6666666666666665,2.4166666666666665,3.775,1.0
apollo.io,2.08,2.08,2.08,2.08,2.08,2.08,84.51873016357422,85.08000183105469,77.29000091552734,82.5,84.21190643310547,87.47618865966797,3.592592592592593,3.8000000000000003,2.388888888888889,3.03030303030303,3.638888888888889,3.453968253968254,1.0
apostlebio.com,0.8705270955772642,1.923537083810488,1.5864882571461025,2.2791837850731897,1.9793955839975212,0.9256733482851818,74.0,82.22222137451172,78.75,82.45833587646484,84.77777862548828,77.33332824707031,1.3333333333333335,3.1111111111111107,2.25,2.520833333333333,3.8888888888888893,1.8333333333333335,0.0
apotex.com,1.4155872801517368,6.0,1.2457821014925652,6.0,1.6336152263117718,6.0,76.72222137451172,70.0,74.33332824707031,70.0,73.66666412353516,70.0,1.7777777777777777,1.0,1.3333333333333335,1.0,1.4444444444444444,1.0,0.0
appliedbrilliance.com,2.8583542244512454,1.5875116797026512,1.3749298101579108,2.305932346568882,2.3778469758121576,2.8064716416955964,79.21666717529297,84.08333587646484,79.41666412353516,82.5,79.30000305175781,81.66666412353516,2.25,3.4166666666666665,2.611111111111111,2.5,2.65,2.416666666666667,0.0
apptegy.com,1.3471426302274259,1.1059512032253282,1.1240152720363048,0.9194943484295601,1.0097590028597807,0.9446641215161248,77.75,81.5,76.0,83.5,81.75,80.66667175292969,2.25,3.166666666666667,1.5,2.5,3.25,2.3333333333333335,0.0
apspackage.com,2.3828181793060526,2.456282180235825,2.3924728785048504,2.191983886678376,2.840012725472237,2.664842088560121,79.31999969482422,73.42857360839844,77.25,75.19999694824219,77.68888854980469,88.04000091552734,2.2133333333333334,1.1785714285714286,1.75,1.4000000000000001,2.3777777777777778,3.4799999999999995,0.0
aptude.com,2.3877446799612767,2.5282993833151437,2.644383160151916,2.4955538628539764,2.610857575602835,2.7469235472065128,82.53333282470703,80.01667022705078,82.63333129882812,78.32499694824219,78.98332977294922,84.61904907226562,2.7666666666666666,2.7285714285714286,2.95,1.975,2.65,3.052142857142857,0.0
argonautcomputer.com,2.81930893917005,3.3481287643173268,4.710348327651883,4.121400480923564,2.9486607513799066,1.6032433250981546,74.78333282470703,82.52083587646484,76.0,88.125,74.125,88.58333587646484,1.55,3.375,2.0,3.0,1.5,3.8333333333333335,0.0
arrayworks.com,2.422526901790518,2.7046562450776648,2.4797110161420446,2.51014016460214,2.667906227406399,2.6167624242793694,86.33142852783203,82.3499984741211,82.24722290039062,81.211669921875,79.85952758789062,87.35979461669922,3.3371428571428567,2.986666666666667,2.827777777777778,2.315,2.8238095238095235,3.4933333333333336,0.0
ascdermcare.com,2.5027071754581818,2.6820191669455786,1.2988902061620136,2.497441700505697,2.6902069486666225,2.5830636249254715,88.05000305175781,79.78666687011719,75.91667175292969,78.75,87.73999786376953,97.33000183105469,3.5799999999999996,2.5733333333333333,1.75,1.9166666666666665,4.1899999999999995,4.71,0.0
askimmigration.com,6.0,6.0,1.707413433677691,3.4187452092188,6.0,4.079728736646337,70.0,70.0,70.0,75.25,70.0,73.45832824707031,1.0,1.0,1.0,1.3333333333333333,1.0,1.5,0.0
assemble.inc,6.0,6.0,2.4,2.4,6.0,4.433333333333334,70.0,70.0,73.0,77.0,70.0,82.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0
associatesininternalmedicine.com,1.081729421252624,0.35191989046395694,6.0,6.0,0.9116144191327828,2.453551102578295,91.0,71.0,70.0,70.0,87.25,90.5,4.0,1.0,1.0,1.0,4.25,3.5,0.0
asteralabs.com,2.45,2.45,6.0,2.45,2.45,2.45,87.5,86.5,70.0,74.5,86.5,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
astrecg.com,6.0,4.080472172956736,3.378065188424997,4.052525844647779,6.0,2.9296369970384633,70.0,72.33332824707031,77.5,77.625,70.0,81.3125,1.0,1.0,2.0,1.75,1.0,2.1875,0.0
ategrity.com,0.5,0.5,0.5,0.5,0.5,0.5,93.0,96.0,73.0,92.0,100.0,78.0,5.0,5.0,1.0,4.0,5.0,2.0,1.0
ateleco.com,1.6162589337172235,1.469709099834783,1.7407118151417431,2.723556761794046,2.7213850127565897,2.4673099389768924,87.66666412353516,80.0,72.0,83.94444274902344,79.5999984741211,84.29166412353516,3.5,2.8333333333333335,1.0,2.6666666666666665,2.8,3.0,0.0
athersys.com,6.0,6.0,6.0,6.0,6.0,2.796344853371916,70.0,70.0,70.0,70.0,70.0,77.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
atlantic-it.net,1.8350388900016865,1.4279408514499297,3.3723553036230807,3.2899214655588853,1.567311123248948,1.5919170830953058,75.83333587646484,75.66666412353516,76.75,81.91666412353516,80.11111450195312,80.83333587646484,1.6666666666666667,1.6666666666666667,2.0416666666666665,2.5,2.555555555555556,2.1666666666666665,0.0
atlas.health,2.8733333333333335,2.8666666666666667,3.8888888888888893,6.0,3.8833333333333337,2.8733333333333335,81.05000305175781,70.0,73.33333587646484,70.0,75.0,86.47000122070312,2.5,1.0,1.3333333333333333,1.0,2.0,3.2666666666666666,1.0
atmosic.com,6.0,6.0,1.15,0.6333333333333333,6.0,6.0,70.0,70.0,82.125,71.0,70.0,70.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
atom-computing.com,2.7066666666666666,2.7066666666666666,3.0444444444444443,2.7066666666666666,2.7066666666666666,2.7066666666666666,82.5999984741211,87.03333282470703,73.33333587646484,87.16666412353516,84.55000305175781,85.4000015258789,2.9,4.2,1.3333333333333333,3.0,3.8,3.233333333333333,1.0
atriumhealth.org,2.425,2.425,2.425,2.425,2.425,2.425,81.62847137451172,77.45714569091797,77.91483306884766,77.45625305175781,83.95659637451172,84.36805725097656,2.661111111111111,2.55,2.14957264957265,2.033333333333333,3.583333333333333,2.9375,1.0
ats-corp.com,1.0505755425044554,0.9802382115054662,0.445114898295473,6.0,1.8341664315043316,1.3646582930040623,86.0,75.625,70.0,70.0,86.0,89.125,3.0,1.5,1.0,1.0,4.0,3.375,0.0
austinplasticsurgerycenter.com,2.780974007708497,2.678997688771685,1.3518777609017922,1.628983185872784,2.700170123959528,2.662639827484622,84.13333129882812,80.05000305175781,76.33332824707031,78.0,88.68333435058594,92.21666717529297,3.15,2.683333333333333,1.7083333333333335,1.6944444444444446,4.666666666666666,4.25,0.0
autodealerwebsites.com,4.2943766288376315,2.5468741834066777,6.0,1.6317297136372875,3.243585699502108,2.7032574579863344,72.375,81.60416412353516,70.0,75.33333587646484,83.41666412353516,83.3125,1.0,2.75,1.0,1.3333333333333333,3.3333333333333335,2.75,0.0
autonomous.bio,2.7099319610356245,2.720890704918238,1.3280641698240863,2.3135119456302933,2.6703247974969146,2.7626706120846234,75.1500015258789,80.44999694824219,78.83332824707031,81.5,76.55000305175781,81.9000015258789,1.4,2.8,2.5,2.361111111111111,1.95,2.45,0.0
aveloair.com,4.266666666666667,4.266666666666667,1.2222222222222223,4.266666666666667,4.266666666666667,4.266666666666667,88.0,79.0,82.66666412353516,83.0,85.0,91.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0
avoma.com,1.2333333333333334,1.7333333333333334,1.7333333333333334,1.2333333333333334,1.2333333333333334,1.2333333333333334,79.25,71.0,72.0,73.0,81.75,84.46666717529297,2.25,1.0,1.0,1.0,3.25,3.2333333333333334,1.0
axbio.cn,0.6181398606085847,1.6162993943085204,6.0,1.5103228764573244,1.3835659211931415,6.0,80.0,77.5,70.0,81.05555725097656,80.33333587646484,70.0,2.0,2.25,1.0,2.111111111111111,2.8333333333333335,1.0,0.0
axosim.com,2.9779379933123806,2.493899706684214,1.9615215189886175,1.283190011400376,2.750530405734103,3.297843511120131,81.5,85.73332977294922,76.0,82.75,79.93333435058594,78.39583587646484,2.625,3.6666666666666665,1.5,2.5,2.8666666666666663,2.0625,0.0
azimuthgrc.com,2.1666666666666665,1.65,1.65,1.65,2.1666666666666665,2.1666666666666665,72.0,87.0,91.0,88.5,71.0,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b12.io,6.0,6.0,1.7,1.7,6.0,6.0,70.0,70.0,72.0,70.0,70.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b2wsoftware.com,3.0753868773855966,2.464479061870823,2.6289538311750764,3.7905776975530974,2.9610450227857736,2.5311709786950627,77.125,85.11666870117188,80.56666564941406,71.5,83.125,77.4000015258789,1.8125,3.4333333333333336,2.45,1.0,3.625,1.75,0.0
babylist.com,2.5222222222222226,1.1666666666666667,0.65,1.1666666666666667,2.1833333333333336,2.1833333333333336,72.66666412353516,72.0,84.5,72.0,81.5,86.83333587646484,1.0,1.5,3.5,1.0,2.0,2.666666666666667,1.0
bantampharma.com,1.5666666666666667,0.5333333333333333,1.5666666666666667,1.5666666666666667,1.5666666666666667,2.0833333333333335,84.33333587646484,74.0,72.0,71.66666412353516,80.66666412353516,78.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0
barbarasharief.com,1.9675414348479139,1.6724247044441554,1.551435270246145,1.9968790413628623,1.615963727481334,2.4291455687308043,84.5,75.83332824707031,73.0,74.33333587646484,78.75,86.48333740234375,3.125,2.0,1.5,1.1666666666666667,2.5833333333333335,3.2666666666666666,0.0
bardavon.com,1.1666666666666667,1.1666666666666667,6.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,81.5,85.0,70.0,83.5,85.5,78.0,3.0,4.0,1.0,3.0,4.0,2.5,1.0
barstowschool.org,6.0,6.0,1.0,3.5444444444444443,1.0,1.5,70.0,70.0,72.0,71.66666412353516,74.66667175292969,71.0,1.0,1.0,1.0,1.0,1.6,1.0,1.0
base2nc.com,6.0,6.0,3.9028705630548677,6.0,6.0,6.0,70.0,70.0,85.5,70.0,70.0,70.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0
bathroombycaputo.com,1.8643628265444028,1.7540381493515376,2.32890731367154,1.6258352329836554,2.254207614736475,2.3753668834596118,71.0,80.5,82.5,76.0,77.0,84.0,1.0,3.0,3.0,1.0,2.5,2.75,0.0
baumanmedical.com,6.0,6.0,1.936141224193138,6.0,6.0,6.0,70.0,70.0,81.5,70.0,70.0,70.0,1.0,1.0,2.5,1.0,1.0,1.0,0.0
bcltechnologies.com,1.1330125710575218,1.8314816178941338,2.4924628474109687,1.8045008444576496,1.6564140770379763,1.2416449021565583,78.41667175292969,80.0,90.0,80.66666412353516,81.0,81.66667175292969,2.0,2.5,4.0,2.055555555555556,3.0,2.666666666666667,0.0
be4.com,1.9520800203292168,1.602832225729036,1.3977448678510402,1.8029886253885168,1.6268029404397515,1.882918932776465,74.0,85.0,75.0,87.0,81.0,77.0,1.0,4.0,1.5,3.0,3.0,2.0,0.0
beacongov.com,1.5829073709865304,1.957008309344306,2.348609167845553,1.5068562082316017,1.9931631318089242,6.0,77.55555725097656,74.5,78.5,81.0,76.5,70.0,2.0,1.5,2.0,2.0,2.0,1.0,0.0
bebravehealth.com,6.0,6.0,3.4166666666666665,3.4166666666666665,6.0,2.9,70.0,70.0,74.5,82.0,70.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
beckman.com,3.0609056206007024,3.1633549503743366,2.3777380385928804,2.7421281840226777,3.2500160254990775,2.9659627131620963,78.20535278320312,77.75,82.25,79.44285583496094,79.86607360839844,79.23214721679688,2.125,2.2232142857142856,2.875,2.0357142857142856,2.830357142857143,2.0357142857142856,0.0
beltline.org,1.622222222222222,1.6166666666666667,1.622222222222222,1.622222222222222,2.6466666666666665,2.6466666666666665,77.22222137451172,83.0,77.5999984741211,81.1111068725586,81.0142822265625,77.4000015258789,2.0,3.2,2.066666666666667,2.3333333333333335,3.595238095238095,2.0,1.0
best-payment.com,6.0,6.0,6.0,6.0,1.3618442820922425,6.0,70.0,70.0,70.0,70.0,73.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
betapharma.com,1.5691962749202721,1.1356903295787615,2.8693085402678666,3.1146918231369445,1.4666197015338498,2.6670424963246173,85.77777862548828,79.83332824707031,84.0,78.66666412353516,86.22222137451172,72.0,3.111111111111111,2.666666666666667,3.0,2.0416666666666665,4.333333333333333,1.0,0.0
betsol.com,2.718730447192973,2.188618712415514,2.6654459719170807,2.4233868448217035,2.3199192200548526,2.7778381635078406,82.0999984741211,78.625,89.2107162475586,81.01333618164062,76.26666259765625,79.07333374023438,2.733333333333333,2.275,3.9273809523809518,2.2466666666666666,1.9958333333333333,2.17,0.0
betterplaceforests.com,1.8166666666666669,1.8222222222222222,0.8,1.8222222222222222,1.8222222222222222,1.8222222222222222,91.16667175292969,86.22222137451172,87.0,79.33333587646484,86.66666412353516,85.33333587646484,4.0,4.0,4.0,2.2222222222222223,4.333333333333333,3.2222222222222228,1.0
beyondpricing.com,0.945787601487028,1.16249233821381,1.0517126267463857,2.328573433563692,2.8342629720418815,2.3868195013676554,80.75,75.375,79.875,76.69444274902344,78.4375,80.44444274902344,2.375,1.875,2.375,1.5833333333333333,2.375,2.25,0.0
bg-medicine.com,6.0,6.0,2.8344283645204644,6.0,6.0,6.0,70.0,70.0,78.25,70.0,70.0,70.0,1.0,1.0,2.15,1.0,1.0,1.0,0.0
bi2technologies.com,6.0,6.0,6.0,4.18228941272217,6.0,6.0,70.0,70.0,70.0,73.25,70.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
bigtime.net,1.6888888888888889,2.2,2.2,2.2,2.2,1.6888888888888889,82.16666412353516,86.78125,78.05000305175781,72.66667175292969,80.73611450195312,78.1851806640625,2.733333333333333,4.0,2.1,1.25,2.9375,1.9444444444444444,1.0
