,gap_capital injection,gap_crowdfunding,gap_preferred stock,gap_recapitalization,gap_venture capital,gap_virtual data room,score_capital injection,score_crowdfunding,score_preferred stock,score_recapitalization,score_venture capital,score_virtual data room,rating_capital injection,rating_crowdfunding,rating_preferred stock,rating_recapitalization,rating_venture capital,rating_virtual data room,label
cyberhaven.com,0.9666666666666666,2.1555555555555554,0.9666666666666666,2.493333333333333,2.1555555555555554,2.2416666666666667,86.5,84.80000305175781,83.19999694824219,83.5199966430664,81.30000305175781,81.46666717529297,3.4,4.25,3.033333333333333,2.4,4.25,2.777777777777778,1.0
cybernetsolutions.net,1.7755108613320683,2.6736683312630616,4.55535432268608,6.0,1.7667214681142016,1.7084904859289276,75.75,71.0,80.0,70.0,74.5,89.86666870117188,1.7222222222222223,1.0,2.0,1.0,1.5,3.8166666666666664,0.0
cyzerg.com,3.449584113795405,1.4652817472328448,2.8229820609822345,2.480206978477617,1.615668057665661,6.0,72.55555725097656,81.0,82.36666870117188,78.0,72.0,70.0,1.2222222222222223,3.0,2.75,2.0,1.0,1.0,0.0
daasity.com,0.9833333333333334,6.0,1.4833333333333334,0.4666666666666667,1.488888888888889,1.488888888888889,70.5,70.0,70.5,77.0,74.75,74.73332977294922,1.0,1.0,1.0,2.0,1.4166666666666667,1.6333333333333335,1.0
dackconsulting.com,1.526135061878263,1.6571777207140252,3.0066536487011772,1.6748056165809881,1.6631888637748462,1.8032849331583898,82.55555725097656,81.16666412353516,79.22222137451172,83.16666412353516,85.46666717529297,84.13333129882812,2.9444444444444446,2.9166666666666665,2.222222222222222,2.5833333333333335,4.066666666666666,2.8333333333333335,0.0
dakota-consulting.com,3.2120559913255993,3.160701358653335,2.414085891678461,3.255263683060307,2.925381686654103,2.806955384179923,76.19444274902344,80.54167175292969,83.9366683959961,78.80555725097656,75.97916412353516,77.20832824707031,1.5833333333333333,2.8125,3.2166666666666663,1.75,1.8125,1.7083333333333333,0.0
dana-farber.org,2.2399999999999998,2.2399999999999998,2.2399999999999998,2.2399999999999998,2.2399999999999998,2.2399999999999998,79.52937316894531,79.80970764160156,78.35618591308594,80.76732635498047,83.53628540039062,82.15380859375,2.308011233617641,2.5043956043956044,2.287550505050505,2.3214285714285716,3.4244444444444446,2.6766300366300366,1.0
dataconsultants.org,2.7047175558814436,2.7856577342137188,1.2218745958324884,1.2391114433259471,2.3643423559050105,2.7714312724532215,79.0,77.875,71.5,72.83332824707031,76.38888549804688,90.05000305175781,2.0625,2.3125,1.0,1.1666666666666665,1.777777777777778,3.75,0.0
datacore.com,6.0,6.0,0.6000000000000001,6.0,6.0,6.0,70.0,70.0,76.0,70.0,70.0,70.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
datagration.com,1.211111111111111,0.7,6.0,1.2,0.7,0.7,83.44444274902344,81.53333282470703,70.0,78.0,81.63333129882812,92.26666259765625,2.888888888888889,3.1333333333333333,1.0,2.0,3.1,4.4,1.0
datamotion.com,1.8921639856279115,3.0074712050503956,2.658151660977591,2.558411983855288,2.007552534866147,2.5602680849911374,88.0,78.5,85.85416412353516,86.36666870117188,75.55555725097656,80.75,3.5,2.5,3.5833333333333335,3.0047619047619047,2.0,2.333333333333333,0.0
datatron.com,2.7399999999999998,2.7399999999999998,6.0,2.7333333333333334,2.7399999999999998,0.7,86.06666564941406,80.37999725341797,70.0,70.75,87.53333282470703,70.0,3.3733333333333335,2.84,1.0,1.0,4.413333333333333,1.0,1.0
davidsanfordmd.com,1.2608484907579454,1.564530388962808,0.6801334242772162,0.452504304046586,1.081004106175558,2.4928949470464494,75.5,77.0,80.0,78.0,74.0,91.0999984741211,1.5,2.0,2.0,2.0,1.0,3.933333333333333,0.0
dbia.com,2.5818079307405313,2.8646362312775078,2.571033959060898,2.9395325887546373,2.4565427948448813,2.5048353305844024,84.41666412353516,82.91666412353516,80.30000305175781,81.80555725097656,86.3125,84.375,3.375,3.2916666666666665,2.4833333333333334,2.3333333333333335,4.375,3.0,0.0
dboxlegal.com,6.0,6.0,6.0,2.6955858858707353,6.0,6.0,70.0,70.0,70.0,81.69999694824219,70.0,70.0,1.0,1.0,1.0,2.4666666666666663,1.0,1.0,0.0
deepcure.ai,1.2888888888888888,1.2888888888888888,1.2888888888888888,1.2888888888888888,1.2888888888888888,1.2888888888888888,76.66666412353516,81.0,87.77777862548828,78.66666412353516,83.88888549804688,89.77777862548828,2.0,3.0,4.0,2.0,3.777777777777778,3.6666666666666665,1.0
deepnorth.com,6.0,2.055555555555556,6.0,6.0,6.0,2.225,70.0,73.66666412353516,70.0,70.0,70.0,82.25,1.0,1.5,1.0,1.0,1.0,3.0,1.0
delmayandpartners.com,6.0,6.0,6.0,6.0,4.773982706536455,4.700653753215271,70.0,70.0,70.0,70.0,71.0,74.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
deltagen.com,1.9619118901228598,1.5825507099570584,1.6480447399323206,2.4005009149573477,2.3103294596187225,6.0,88.5,81.0,70.0,80.33333587646484,79.0,70.0,4.0,3.0,1.0,2.3333333333333335,2.5,1.0,0.0
demeraallergy.com,4.144026830556533,6.0,2.847945516688623,6.0,6.0,6.0,70.0,70.0,81.44999694824219,70.0,70.0,70.0,1.0,1.0,2.9,1.0,1.0,1.0,0.0
designinelegance.com,6.0,4.532426441456273,6.0,4.688322586820048,4.463211826369871,4.241589607428553,70.0,81.0,70.0,80.0,76.75,99.25,1.0,3.0,1.0,2.0,2.25,5.0,0.0
dgparchitects.com,1.6601721613991907,1.6249135779656452,1.091284694428225,2.4267605560386785,1.4004914738525414,0.8770880341205087,74.97222137451172,75.83333587646484,76.5,80.3125,79.75,77.5,1.5833333333333333,1.9166666666666667,1.625,2.0,2.8333333333333335,1.9166666666666665,0.0
diablopulmonary.com,6.0,6.0,6.0,6.0,6.0,1.7883532410425136,70.0,70.0,70.0,70.0,70.0,83.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
diamondcomm.com,1.5,1.5,2.0166666666666666,6.0,1.5,1.5,83.0,72.66666412353516,75.0,70.0,75.33333587646484,73.0,2.6666666666666665,1.0,1.5,1.0,1.6666666666666667,1.0,1.0
dietzgen.com,2.5683833803269778,2.683211997201933,1.948083187798786,2.054721904767522,2.1990404899305345,2.7763098410942173,80.44357299804688,77.5614242553711,79.0,76.75,74.17013549804688,78.09166717529297,2.367857142857143,2.1895238095238096,2.5,1.5,1.5104166666666667,1.9833333333333332,0.0
digicraftlabs.com,4.021868958691077,4.0743448921691225,6.0,6.0,4.295712019036622,3.922295456108982,87.375,87.625,70.0,70.0,85.375,73.0,4.0,4.0,1.0,1.0,4.0,1.0,0.0
digitalowl.com,6.0,6.0,6.0,6.0,6.0,1.3833333333333333,70.0,70.0,70.0,70.0,70.0,86.625,1.0,1.0,1.0,1.0,1.0,3.3,1.0
dimins.com,2.9110709305806908,2.788694982273193,2.3341711691579436,2.4142264832243994,2.6293055061296067,2.418090733500967,84.73214721679688,79.63333129882812,74.16666412353516,80.78333282470703,76.77294158935547,82.81999969482422,3.267857142857143,2.4,1.25,2.18,2.25974025974026,2.8600000000000003,0.0
dionmarketing.com,6.0,6.0,1.4091087227722527,6.0,6.0,6.0,70.0,70.0,77.5,70.0,70.0,70.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
directtechnology.com,2.508609599137484,2.483928910820908,2.489025071516281,2.8160423167648325,2.4604881427719087,2.5934458258753037,83.67857360839844,86.6572265625,83.29643249511719,86.18000030517578,83.23094940185547,79.38500213623047,3.1028571428571428,3.815,3.107142857142857,2.96,3.5985714285714288,2.3,0.0
discmedicine.com,0.06666666666666667,6.0,1.0999999999999999,1.0999999999999999,1.0999999999999999,0.06666666666666667,76.0,70.0,77.0,81.0,74.0,71.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
dmcbio.com,6.0,4.133333333333334,6.0,4.133333333333334,4.133333333333334,6.0,70.0,80.0,70.0,85.0,76.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dmgraphiccenter.com,6.0,6.0,6.0,6.0,6.0,2.232354733863493,70.0,70.0,70.0,70.0,70.0,82.5,1.0,1.0,1.0,1.0,1.0,3.0,0.0
dmrmail.com,6.0,6.0,4.3766253900142145,3.807376891359734,6.0,6.0,70.0,70.0,81.20832824707031,79.0,70.0,70.0,1.0,1.0,2.666666666666667,2.0,1.0,1.0,0.0
docu-branding.com,1.7192147981446735,1.1337466543023318,1.7308578379232589,1.716937548217149,1.6579446507924849,1.6077193200060695,76.5999984741211,77.44999694824219,79.98332977294922,82.4000015258789,81.27777862548828,77.23332977294922,1.8,2.25,2.6333333333333333,2.65,3.111111111111111,1.8833333333333335,0.0
dotcomtherapy.com,6.0,6.0,6.0,1.85,1.3333333333333333,1.3333333333333333,70.0,70.0,70.0,83.0,72.0,73.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dracenpharma.com,2.3466666666666667,0.3,0.3,1.8333333333333335,2.3466666666666667,2.3466666666666667,73.5999984741211,72.0,81.33333587646484,73.0,78.13333129882812,81.66666412353516,1.5555555555555554,1.0,2.6666666666666665,1.0,3.111111111111111,2.5555555555555554,1.0
dramaticresults.org,6.0,6.0,6.0,3.2,6.0,0.13333333333333333,70.0,70.0,70.0,72.0,70.0,73.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
drawbase.com,6.0,0.6105912165666703,6.0,0.5855923430726353,0.6489810651052259,6.0,70.0,74.25,70.0,73.4000015258789,70.0,70.0,1.0,1.5,1.0,1.0,1.0,1.0,0.0
dreamcraft.com,1.6,1.6,1.6,1.6,1.6,1.6,81.0,89.0,91.0,73.0,89.0,100.0,3.0,5.0,5.0,1.0,5.0,5.0,1.0
driverreach.com,3.488888888888889,3.488888888888889,2.4733333333333336,2.4733333333333336,2.9833333333333334,4.0,81.11111450195312,74.66666412353516,77.5999984741211,80.30999755859375,79.5,89.0,2.555555555555556,1.6666666666666667,2.3,2.23,2.75,4.0,1.0
droneup.com,2.78,2.78,2.78,2.783333333333333,2.78,2.78,83.0999984741211,86.69999694824219,83.83333587646484,88.125,84.30000305175781,89.19999694824219,2.5,3.5,3.277777777777778,3.5,3.1666666666666665,4.333333333333333,1.0
drsofen.com,1.5733768849438503,1.6666351027400528,2.66469033552291,1.311431607099279,1.6048742452202043,1.1410388186115745,78.24073791503906,77.91666412353516,84.74305725097656,75.83333587646484,79.40740966796875,95.16666412353516,2.0370370370370368,1.9166666666666667,3.388888888888889,1.5,2.444444444444444,4.666666666666666,0.0
drwise.com,2.4289340043448293,2.0846369801111044,6.0,6.0,2.751925721327325,1.778540676323365,71.0,72.5,70.0,70.0,74.0,75.33333587646484,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,0.0
dubersteingroup.com,2.3627998673846164,0.7423206020405624,4.661841939869602,2.9430774959595043,2.3901227829208587,0.9677464577095385,74.05555725097656,71.33333587646484,76.66666412353516,70.0,80.5,75.625,1.3333333333333333,1.0,2.0,1.0,3.0,1.375,0.0
duke.edu,2.225,2.225,2.225,2.225,2.225,2.225,77.23750305175781,76.95833587646484,74.02083587646484,78.36111450195312,79.42916870117188,79.73652648925781,2.375,2.708333333333333,1.6964285714285714,1.9166666666666665,2.645833333333333,2.4,1.0
easternunion.com,6.0,1.1333333333333333,2.1666666666666665,1.1333333333333333,1.1333333333333333,1.1333333333333333,70.0,81.66666412353516,88.0,92.0,71.0,80.33333587646484,1.0,2.0,1.0,3.5,1.0,2.0,1.0
eastpennpc.com,6.0,6.0,6.0,3.996122658851298,6.0,6.0,70.0,70.0,70.0,70.33332824707031,70.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
eclipsebio.com,0.3333333333333333,0.3333333333333333,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,83.0,85.0,70.0,78.0,86.0,86.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0
ecoflow.com,0.03333333333333333,0.03333333333333333,1.0666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,97.0,85.0,86.66666412353516,90.0,92.0,98.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0
edesianutrition.org,2.6378386452961573,1.598369774698314,1.5452206658749998,2.321598167328846,2.412190693527994,2.3672177011958295,76.31666564941406,77.52777862548828,88.0,78.33332824707031,76.35713958740234,77.32142639160156,1.85,2.2777777777777777,3.0,2.166666666666667,1.9642857142857142,1.7857142857142856,0.0
edgewisetx.com,1.8005800490008126,1.7073814521375834,1.6041255629051312,1.618911323319632,1.7410519952338275,1.4128387220204712,83.0,74.0,95.0,70.0,70.0,82.0,3.0,1.0,5.0,1.0,1.0,3.0,0.0
effectpartners.com,0.7263995770066259,6.0,6.0,6.0,6.0,2.068382723846399,70.5,70.0,70.0,70.0,70.0,75.33333587646484,1.0,1.0,1.0,1.0,1.0,1.6666666666666667,0.0
effem.com,6.0,0.383053930378264,3.1387505655047625,2.8715042513425306,0.4981671537568985,2.5906938840575267,70.0,70.5,87.0,74.33333587646484,71.0,72.69999694824219,1.0,1.0,3.5,1.25,1.0,1.3,0.0
eldoradosurgery.com,0.4396687262446485,0.7116795081653915,6.0,6.0,0.5989860346219216,3.0610270390579806,77.75,71.25,70.0,70.0,74.75,84.55555725097656,2.0,1.0,1.0,1.0,1.5,3.1666666666666665,0.0
elearningbrothers.com,3.1480194521888105,2.696951240163512,3.727429118754295,3.305977850605011,2.3990449856494926,2.757711035409194,77.76666259765625,83.52120971679688,71.16666412353516,76.08333587646484,83.05838012695312,80.9677505493164,1.8583333333333334,3.418181818181818,1.0,1.5625,3.3135353535353538,2.554112554112554,0.0
elevatebrands.com,2.3133333333333335,2.8249999999999997,6.0,1.7999999999999998,2.3133333333333335,2.8249999999999997,92.5999984741211,86.0,70.0,76.5,88.80000305175781,100.0,4.0,4.0,1.0,2.0,3.6666666666666665,5.0,1.0
embrace.io,3.7333333333333334,6.0,6.0,6.0,6.0,2.7,72.0,70.0,70.0,70.0,70.0,89.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
emmausmedical.com,3.071496700470232,3.1854205614025037,4.270254221597742,2.9668260712146326,2.9350215976539697,3.108537985594843,86.58333587646484,80.875,75.5,75.75,85.45833587646484,76.08333587646484,3.5,2.875,1.6666666666666665,1.75,4.0625,1.4166666666666667,0.0
empowersemi.com,3.4166666666666665,3.4166666666666665,3.4166666666666665,3.4166666666666665,3.4166666666666665,3.4166666666666665,93.0,93.0,72.5,81.0,92.0,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
emsdata.com,4.34209556230049,4.00205798509024,1.1717559491339515,1.7428576707702104,3.9744403389895453,2.7685628969503884,91.125,90.125,80.0,75.0,89.0,85.125,4.166666666666666,4.75,2.625,1.5,4.875,3.25,0.0
en.cmicgroup.com,4.410425256113772,4.665508569270159,6.0,4.466306495140844,4.6942237982176325,4.646340960832517,70.0,83.0,70.0,77.33333587646484,71.33333587646484,83.66666412353516,1.0,3.0,1.0,2.0,1.0,3.0,0.0
endogastricsolutions.com,2.3789147234980628,2.5474319792480493,0.48457861290739135,1.4318875918142904,1.0267106624531028,2.781248612315573,85.0,80.3125,71.0,83.0,95.5,93.0,3.3333333333333335,2.625,1.0,2.3333333333333335,5.0,4.5,0.0
epeopletech.com,1.9482758552123627,2.6420170803820957,2.405791640330805,2.7481331385406857,3.5961668500959743,2.547182036098709,72.33332824707031,81.66666412353516,80.83333587646484,81.38888549804688,73.33333587646484,78.0999984741211,1.1666666666666665,2.875,2.5,2.1666666666666665,1.3333333333333333,1.9333333333333331,0.0
epiceventsinc.com,6.0,6.0,2.008383480463204,6.0,6.0,6.0,70.0,70.0,76.0,70.0,70.0,70.0,1.0,1.0,1.5,1.0,1.0,1.0,0.0
epigentek.com,6.0,6.0,2.354900591026849,6.0,6.0,6.0,70.0,70.0,77.5,70.0,70.0,70.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
erebar.com,3.5226459300914037,3.3259967298369753,3.0453279381980813,6.0,3.071682525216199,3.6970432134503013,74.33333587646484,81.0,76.0,70.0,75.0,81.66666412353516,1.3333333333333333,2.5,1.6666666666666667,1.0,1.5,2.5833333333333335,0.0
ers-inc.com,6.0,6.0,2.5555134029119717,2.8231424869356476,1.403603594342318,4.04756012961839,70.0,70.0,79.45832824707031,76.3499984741211,74.0,88.5,1.0,1.0,2.416666666666667,1.5,1.0,4.0,0.0
esparklearning.com,2.2066666666666666,2.2083333333333335,2.2066666666666666,1.5333333333333332,2.2066666666666666,2.2066666666666666,83.80000305175781,84.30357360839844,86.23332977294922,78.94444274902344,85.26667022705078,90.9000015258789,3.05,3.446428571428571,3.5,2.0,3.75,3.85,1.0
essarsys.com,2.7423139960181495,6.0,3.450292307901692,3.691416967233476,6.0,2.6085800243013604,74.0,70.0,81.0,76.58333587646484,70.0,71.0,1.0,1.0,2.666666666666667,1.5,1.0,1.0,0.0
ethyca.com,3.1666666666666665,3.1666666666666665,3.1666666666666665,6.0,3.1666666666666665,2.1333333333333333,85.66666412353516,77.66666412353516,79.0,70.0,85.66666412353516,77.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0
eventfarm.com,2.7632288323086582,2.622047244746661,1.6814549173417273,2.4079056778673023,2.6331239058433797,2.7502276630397717,84.48332977294922,81.36666870117188,81.16666412353516,81.05000305175781,88.3499984741211,83.31666564941406,3.25,3.0166666666666666,2.8333333333333335,2.25,4.6,2.816666666666667,0.0
evidant.com,2.8286596473654306,2.855429202375066,3.2645569282902747,2.4334078957556375,2.566561852647558,2.4378608405761057,84.25,82.38333129882812,82.54166412353516,79.44999694824219,80.73332977294922,85.16666412353516,3.25,3.3,2.75,2.0166666666666666,2.95,3.0166666666666666,0.0
evolontech.com,6.0,6.0,6.0,0.3333333333333333,6.0,6.0,70.0,70.0,70.0,85.0,70.0,70.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
ewmfg.com,6.0,6.0,1.2666666666666666,3.3,6.0,1.5999999999999999,70.0,70.0,79.0,71.0,70.0,76.3499984741211,1.0,1.0,2.0,1.0,1.0,1.9166666666666667,1.0
excel-technologies.com,2.4884775904690675,2.793461457775935,2.732806303590479,2.7116619308604797,2.5797047757708484,2.339583777911872,77.33333587646484,83.625,78.89582824707031,78.89583587646484,82.125,77.75,1.8333333333333333,3.5,2.333333333333333,2.0,3.375,1.9166666666666667,0.0
exiger.com,6.0,6.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,70.0,70.0,70.0,70.33333587646484,71.5,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expansionrx.com,2.5166666666666666,2.5166666666666666,0.9666666666666667,2.0,2.5166666666666666,2.5166666666666666,79.5,91.0,78.0,79.33333587646484,84.5,83.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
expresstubes.com,2.6420133901822207,6.0,6.0,1.1018453965222716,2.556486396541477,6.0,71.0,70.0,70.0,81.0,75.0,70.0,1.0,1.0,1.0,2.375,2.0,1.0,0.0
facetwealth.com,2.244444444444444,2.244444444444444,1.9,2.4166666666666665,2.244444444444444,2.244444444444444,83.83333587646484,91.06666564941406,75.0,84.17500305175781,88.06666564941406,77.33333587646484,3.0555555555555554,4.6000000000000005,2.0,2.875,4.044444444444444,2.0,1.0
factor.io,2.46,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.4444444444444446,79.83999633789062,90.80000305175781,81.5,84.19999694824219,88.19999694824219,76.33333587646484,2.65,5.0,2.4,2.9,4.8,1.4666666666666668,1.0
femwell.com,1.3992249817753843,2.0407994862150245,3.3257888817969024,2.2100212041591614,1.6635226742210507,2.5965360041897187,84.53015899658203,91.5,75.5,84.5,79.47222137451172,83.36190795898438,2.984126984126984,4.5,1.725,2.75,2.638888888888889,2.742857142857143,0.0
fermataenergy.com,1.488888888888889,0.4666666666666667,0.4666666666666667,1.488888888888889,1.488888888888889,1.488888888888889,75.5,75.75,71.0,82.51667022705078,81.38333129882812,94.96666717529297,1.6666666666666667,1.75,1.0,2.6999999999999997,2.9333333333333336,4.5,1.0
ferryarchitects.com,2.564970339228248,0.4040513556625963,6.0,6.0,2.8054243642894963,0.9287064720182885,80.0,71.0,70.0,70.0,70.5,77.5,2.5,1.0,1.0,1.0,1.0,2.0,0.0
fidelitasdevelopment.com,1.5869274937545295,1.642346500169961,6.0,1.7513021020844612,1.833612751086428,2.4919383376753466,73.05555725097656,72.75,70.0,78.75,71.0,88.55000305175781,1.1944444444444444,1.1666666666666667,1.0,1.9166666666666667,1.0,3.6,0.0
fig-associates.com,1.7390681683130225,1.7715641276258083,2.182466613914022,1.8415857828690998,2.0605973165535927,1.5784618088224245,83.0,79.5,80.25,81.0,75.625,77.91666412353516,3.0,2.5,2.25,2.277777777777778,1.625,1.75,0.0
fightingblindness.org,4.966666666666667,4.966666666666667,6.0,3.277777777777778,4.966666666666667,6.0,74.0,73.0,70.0,72.33333587646484,76.0,70.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
fileonq.com,0.3780700882163404,1.3065578244848906,6.0,2.597231906066936,0.5734376315347012,2.4210967962855965,74.66666412353516,79.5,70.0,75.0,87.66666412353516,79.75,1.3333333333333333,2.5,1.0,1.0,4.333333333333333,2.1875,0.0
findanomaly.com,6.0,1.8666666666666667,1.8666666666666667,2.9,1.8666666666666667,6.0,70.0,74.0,75.0,82.66666412353516,74.0,70.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0
firstoklahomabank.com,4.266666666666667,4.266666666666667,6.0,4.266666666666667,3.755555555555555,6.0,90.5,86.0,70.0,83.5,86.33333587646484,70.0,4.5,4.0,1.0,2.5,4.0,1.0,1.0
fitonapp.com,6.0,1.4,1.4,1.4,1.4,1.4,70.0,87.0,78.0,89.0,87.0,78.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0
flagshipharbor.com,2.262689813134454,2.210750863539089,2.4117232292606636,2.3969664104023214,2.4502099629088283,1.4050623275543939,79.5374984741211,80.58332824707031,77.63999938964844,82.14047241210938,78.86190795898438,79.88928985595703,2.13125,2.7354166666666666,2.0166666666666666,2.3916666666666666,2.480952380952381,2.169047619047619,0.0
flagshiphp.com,1.0,2.6999999999999997,3.558333333333333,3.3,3.3,3.3,72.5,71.66666412353516,77.0,80.5,76.375,81.5,1.0,1.0,2.0,2.0,2.75,2.0,1.0
fleabusters.com,1.9699292091552953,2.0032436251900605,6.0,1.542565491837156,2.7991768179367553,2.3690347289735647,76.0,74.5,70.0,77.0,87.0,86.0,1.5,1.5,1.0,1.5,4.0,3.375,0.0
flexcompute.com,3.011111111111111,3.013333333333333,6.0,3.013333333333333,3.013333333333333,3.525,76.33333587646484,80.5999984741211,70.0,81.19999694824219,83.80000305175781,90.75,2.0,3.3333333333333335,1.0,2.3333333333333335,3.6666666666666665,5.0,1.0
floridaeventdecor.com,2.2865153226541826,6.0,3.7145502753183948,3.2969287605449855,6.0,6.0,73.38888549804688,70.0,73.66666412353516,76.5,70.0,70.0,1.3333333333333333,1.0,1.0,2.0,1.0,1.0,0.0
flowhub.com,2.95,2.1,2.433333333333333,2.95,2.433333333333333,2.433333333333333,75.0,84.66666412353516,81.5,90.0,77.0,83.66666412353516,1.0,1.0,3.0,1.0,1.0,2.0,1.0
fluidynefp.com,0.2,6.0,6.0,6.0,6.0,0.2,82.5,70.0,70.0,70.0,70.0,92.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0
folkwear.com,6.0,6.0,1.488109146345193,6.0,6.0,6.0,70.0,70.0,81.0,70.0,70.0,70.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
foodservmanagement.com,3.3892916325082254,1.5555059631987214,0.8976399501799395,1.6326866156896271,2.5730141556232615,2.0990957005494657,76.33333587646484,85.0,74.5,73.0,72.5,74.0,1.8333333333333333,3.0,1.5,1.0,1.375,1.0,0.0
forallsecure.com,6.0,1.4,1.4,2.425,1.4,1.4,70.0,80.0,81.0,80.5,81.5,93.0,1.0,3.0,3.0,3.0,3.5,4.5,1.0
forethought.ai,2.0166666666666666,2.0166666666666666,2.0166666666666666,2.0166666666666666,2.0166666666666666,2.0166666666666666,91.41666412353516,88.65833282470703,79.5250015258789,95.67500305175781,89.25833129882812,92.55208587646484,4.279761904761905,4.191666666666666,2.425,4.425,4.733333333333333,4.28125,1.0
forgebiologics.com,3.4,3.4,6.0,3.4,3.4,3.4,84.0,79.0,70.0,82.0,84.0,73.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0
formant.io,2.2066666666666666,2.2066666666666666,2.716666666666667,2.2066666666666666,2.2066666666666666,2.2066666666666666,83.43000030517578,88.81666564941406,75.07499694824219,87.29000091552734,89.87999725341797,82.69667053222656,2.94,4.26,1.6125,3.2666666666666666,4.46,2.6433333333333335,1.0
formelife.com,6.0,6.0,0.2,0.2,6.0,0.2,70.0,70.0,88.4000015258789,100.0,70.0,81.80000305175781,1.0,1.0,4.0,5.0,1.0,2.6,1.0
fortressbiotech.com,2.653155660377937,3.2576807558474337,2.6311781823649985,3.243749230605819,2.5440453170358093,2.5921078485066746,76.5999984741211,73.27083587646484,80.46666717529297,76.875,77.46666717529297,78.5625,1.9,1.125,2.5,1.5833333333333335,2.333333333333333,1.875,0.0
fourthwall.com,6.0,6.0,6.0,2.1333333333333333,6.0,6.0,70.0,70.0,70.0,75.5,70.0,70.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
francismedical.com,0.5,6.0,6.0,6.0,6.0,0.5,70.0,70.0,70.0,70.0,70.0,79.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
freeagency.com,3.966666666666667,3.966666666666667,3.966666666666667,4.483333333333333,3.966666666666667,3.966666666666667,97.0,88.0,74.0,90.0,94.0,88.0,5.0,4.0,2.0,3.0,5.0,4.0,1.0
freedahealth.com,2.52789377336227,2.7356721798357606,2.388277853717173,2.421811223798379,2.448966888096892,2.8166139926848928,88.76166534423828,85.87000274658203,75.69999694824219,80.21904754638672,81.66000366210938,89.663330078125,3.875,3.9299999999999997,1.65,2.2714285714285714,3.183333333333333,3.8,0.0
french-inspection.com,6.0,6.0,6.0,1.5960321609707817,6.0,6.0,70.0,70.0,70.0,80.0,70.0,70.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
friscocityballet.net,4.291540031219241,3.9049515391248293,2.701791300026911,4.2819999178894985,3.9863422389115875,3.886896952122525,78.33332824707031,90.33332824707031,75.41666412353516,85.0,88.16667175292969,93.16667175292969,2.166666666666667,5.0,1.8333333333333333,2.833333333333333,4.166666666666666,4.166666666666666,0.0
frsco.com,2.670000704099451,6.0,6.0,2.3765825316225824,4.834162151455814,0.7627566933526497,74.08332824707031,70.0,70.0,75.80000305175781,70.0,70.0,1.5,1.0,1.0,1.6666666666666667,1.0,1.0,0.0
ftssol.com,2.683551945856213,3.050947779055054,2.6018080652867592,1.7033418104984388,2.7413868914366772,2.668294723123078,81.46333312988281,81.08333587646484,82.15333557128906,77.0,80.36666870117188,80.6875,2.6399999999999997,3.0,2.9899999999999998,1.6666666666666667,2.7666666666666666,2.4166666666666665,0.0
fulcrumconceptsllc.com,6.0,0.5052396892711226,4.198786535487117,0.7885018183469545,4.755037716833572,2.4120014304169,70.0,78.0,85.66667175292969,85.33333587646484,70.0,79.16666412353516,1.0,2.0,4.0,3.0,1.0,2.0,0.0
funwine.com,1.9,1.3888888888888886,1.3888888888888886,0.8833333333333333,1.3888888888888886,1.3888888888888886,81.5,85.22222137451172,81.11111450195312,78.5,78.0,73.0,3.0,3.888888888888889,3.0,2.166666666666667,2.6666666666666665,1.0,1.0
fusiontek.com,1.1725407480165404,1.442630548770699,1.5202612343898012,1.6394320286942339,1.0900457584503345,0.7099154166435881,75.5,77.0,77.5,100.0,72.0,97.0,1.5,2.0,2.0,5.0,1.0,5.0,0.0
